full_name,age
"Austin Walls",7
"Melissa Salazar",6
"Sonia Fittipaldi",5
"Mary Perez",0
"Danilo Geraci",6
"Dean Rush",0
"Clelia Filzi",2
"Costantino Tartaglia",8
"Michael Byrd",8
"Michael Jackson",1
"James Ferguson",6
"Sig. Benedetto Pirandello",2
"David Matthews",3
"Lucia Pirelli-Biagiotti",1
"Marcello Storladi",5
"Dott. Carlo Ferretti",6
"Sarah Moyer",4
"Tonia Bernardini",7
"Dott. Paola Tognazzi",9
"Gianna Modugno",0
"Michelle Diaz",8
"Toni Vigorelli-Federico",3
"Isabella Branciforte-Piccinni",4
"Tonia Michelangeli",8
"Lando Crispi",5
"Eugene Alvarado",8
"Jeremy Bowen",7
"Deborah Wright",5
"Hugo Rismondo-Farnese",6
"Paulina Omma",2
"Megan Brady",0
"Herbert Forbes",1
"Lucia Magrassi",1
"Benito Pizzetti-Lupo",0
"Bryan Morgan",6
"Luigi Fornaciari",0
"Brooke Rivera",9
"Crystal Grant",10
"Sean Clark",0
"Annibale Emo",1
"Robert Salas",6
"Carla Morgan",9
"Stefania Dellucci",7
"Annibale Sismondi",2
"Martina Mengolo-Zabarella",5
"Sig.ra Sylvia Argurio",7
"Osvaldo Nolcini",8
"Jacqueline Patel",6
"Armando Marini",8
"Darren Diaz",6
"Michael Wade",5
"Giampaolo Rapisardi",9
"Germana Calvo",5
"Matilda Farnese",10
"Jessica Guerrero",6
"Gianna Alboni",0
"Bonnie Rodriguez",0
"Ugolino Satriani",8
"Mirco Santi",4
"Lucrezia Campano-Bergoglio",1
"Graziano Fagotto",0
"Alexander Patterson",1
"Sharon Salinas",5
"Jonathan Richardson",6
"Loretta Querini",6
"Dino Carullo",4
"Gioacchino Toso",3
"Michael Lewis",0
"Armando Ceri",7
"Leah Jones",6
"Michele Mason",0
"Scott Mitchell",6
"Catherine Hester",5
"Teresa Manolesso",4
"Vittoria Zacchia",9
"Evan Allen",2
"Marissa Malacarne-Gabba",8
"Luchino Pirandello",0
"Johnny Ramos",5
"Dott. Chiara Gabbana",3
"Marcello Ricciardi",7
"Amber Torres",1
"Stephanie Blake",3
"Antonino Pezzali",0
"Veronica Donatoni-Callegari",9
"Paride Magnani",1
"Laurie Henderson",2
"Donald Wolfe",2
"Michelangelo Pirelli",10
"Nina Villadicani",10
"Dott. Filippa Govoni",3
"Flavia Federico-Benedetti",0
"Sig.ra Susanna Garozzo",9
"Louis Mcdowell",10
"Maurizio Foà",2
"Panfilo Sabbatini",4
"Nicolas Williams",8
"Liliana Morucci",9
"Jacopo Pinamonte-Malenchini",7
"Matthew Kennedy",3
"Dott. Paolo Zaguri",9
"Ubaldo Fioravanti",1
"Michael Carroll",3
"James Crawford",8
"Lodovico Abba",6
"Carlo Fogazzaro",9
"Scott Davis",1
"Robert Blair",3
"Sig. Fiorino Fantoni",2
"Debra Knapp",6
"Irma Tamburi",4
"Virginia Guicciardini",5
"Nicholas Proctor",9
"Max West",9
"Alexandra Wilkins",1
"Gioacchino Innocenti",7
"Kelly Lamb",8
"Dott. Antonello Ginesio",4
"Vittoria Correr",3
"Adriana Guicciardini",7
"Carlo Curci",3
"Gabriella Calgari",5
"Julia Walsh",6
"Larry Duran",10
"Clarence Smith",1
"Mrs. Jennifer Williams",10
"Michele Galtarossa",4
"Frederick Barrett",2
"Sig.ra Fernanda Cherubini",8
"Dean Gibbs",8
"Douglas Pineda",5
"Amy Alvarez",5
"Alfio Bossi",2
"Gian Fuseli",2
"Dott. Silvio Catalano",10
"Giorgia Luzi",2
"Cirillo Zaguri-Fiorucci",7
"Carolina Munari",8
"Renzo Pelli",0
"Cassandra Pulci",9
"Jennifer Smith",4
"Bettina Pacillo",7
"Francesco Parmitano",4
"Michael Blankenship",2
"Susan Solis",8
"Bianca Zola",8
"Julia Walters",8
"Jennifer Wilson",7
"Matthew Davis",3
"John Clark",8
"Dott. Serafina Pometta",6
"Michael Howard",2
"Serena Toninelli-Raimondi",0
"Nathan Collins",7
"Kimberly Turner",0
"James Banks",2
"Osvaldo Rizzo",1
"Sabrina Miller",1
"Gioffre Segni",5
"Lisa White",6
"Cristina Vitturi",2
"Nicholas Morgan",10
"Christopher Zimmerman",9
"Dott. Melissa Pacetti",6
"Arthur Navarro",5
"Ronald Smith",5
"Napoleone Callegari",4
"Paola Zaccardo-Gravina",3
"Mark Santiago",9
"Alessandra Missoni",10
"Tanya Byrd",0
"Kimberly Barnett",0
"Ugo Renier",10
"Jordan Johnson",2
"Veronica Sims",3
"Aaron Meyer",4
"Sean Larsen",10
"William Clark",6
"Matthew Brown",7
"Clinton Figueroa",9
"Cheyenne Beck",10
"Tiffany Williams",4
"Sig. Bruno Montanelli",4
"Bryan Saunders",3
"Aaron Taylor",10
"Simonetta Loredan",3
"Gregory Lane",0
"Thomas Navarro",0
"James Christensen",7
"Benito Segni",5
"Robert Mason",3
"Calogero Roccabonella",6
"Silvestro Celentano-Grisoni",7
"Douglas Harris",0
"Nicholas Lang",3
"Melissa Bridges",10
"Giampiero Poerio",7
"Amedeo Cavalcanti",0
"Vito Andreozzi",7
"Maria Tornatore-Mengolo",7
"Annetta Pistoletto-Ciampi",8
"Sig. Ippazio Gussoni",1
"Marisa Manzoni",7
"Philip Harris",9
"Costantino Pacelli",4
"Christopher Matthews",1
"Jennifer Miller",8
"Candace Stephenson",4
"Alfred Richardson",0
"Sig.ra Gloria Bellò",1
"William Martinez",7
"Paulina Lucchesi",2
"Mattia Botticelli",2
"Luca Abbagnale",10
"Kaylee Wallace",1
"Sig. Damiano Tron",0
"Daniel Stewart",2
"Bernardo Cossiga",7
"Albert Murphy",7
"Casey Reyes",8
"David Smith",8
"Dott. Enrico Pavone",8
"Mary Golden",6
"Ivo Cadorna",7
"Dott. Rocco Zaguri",6
"Matteo Coppola",0
"Emma Petralli",6
"Ludovico Virgilio",7
"Jonathan Chavez",4
"Bianca Monti-Condoleo",7
"Whitney Sanders",4
"Lisa Garcia",9
"Linda Lozano",6
"Natalie Gardner",7
"Bernardo Trentin",6
"William Contreras",3
"Angela Brown",9
"Sig. Agostino Vidoni",1
"Greca Geraci",8
"Kevin Dodson",8
"Valentina Cassarà",0
"Amanda Torres",0
"Bernardo Palumbo",9
"Pasquale Monduzzi",9
"Lori Harvey",6
"Mr. Joseph Reed DDS",3
"Kevin Cooper",0
"Danielle Peters",9
"Elizabeth Johnson",4
"Tom Miller",2
"Cassandra Crawford",3
"Severino Scialpi-Ceravolo",10
"Giovanna Persico-Bandello",4
"Leonardo Cainero-Satriani",7
"Luisa Delle",7
"Robin Lopez",0
"Brenda Black",2
"Joseph Nguyen",9
"Patrick Cruz",9
"Karen Paul",10
"Brent Rasmussen",1
"Dott. Arnulfo Anguillara",3
"Michael Wiggins",2
"Dott. Calcedonio Pavone",3
"Donatella Venier",2
"Lauretta Turchi-Giannotti",0
"Catherine Anderson",2
"Ennio Trentini",2
"Jessica White",4
"Lidia Maglio",10
"Nina Pascarella",8
"Gemma Peranda",2
"Richard Ortiz",5
"Janice Castro",6
"Mary Davis",9
"Jason Johnson",3
"Maurilio Angiolello",3
"Alexis Wright",10
"Orlando Fittipaldi",1
"Uberto Mazzeo",10
"Sig.ra Viridiana Fittipaldi",0
"Andrew Martin",9
"Ricciotti Cagnotto",3
"Trevor Johnson",6
"Stephen Evans",5
"Darryl Henry",4
"Sig.ra Bianca Ruffini",4
"Stephanie Mcdaniel",9
"Antonella Rusticucci",5
"Griselda Agostini",4
"Cecilia Segni",6
"Keith Jenkins",6
"Casey Young",0
"Victoria Booth",3
"Damiano Bertolucci",1
"Dott. Fortunata Bonomo",7
"Scott Roberson",0
"Arnaldo Trobbiani",4
"Isabella Corbo",9
"Dott. Leonardo Bramante",7
"William Fernandez",1
"Dott. Gianfrancesco Toselli",7
"Stephanie Marshall",6
"Panfilo Romiti",9
"Timothy Williams",7
"Camilla Moccia-Bramante",3
"William Ryan",5
"Elijah Graham",8
"Brent Allen",5
"Parker Silva",8
"Morgan Stephenson",10
"Jason Reyes",2
"Annamaria Vivaldi",6
"Laurie Meyer",6
"Crystal Gonzalez",2
"Eric Mcdaniel",7
"Erika Murri",10
"Valentina Scandone",0
"Giuseppe Grassi",5
"Rodolfo Giunti",8
"Gabriella Pace",5
"Christian Lee",0
"Melanie Hanna",3
"Matthew Le",10
"Linda Stewart",8
"Colin Jimenez",3
"Vincentio Foscari-Bosio",4
"Alexis Alexander",2
"Christopher Martinez",8
"Christian Johnson",5
"Melissa Sanchez",2
"Barbara Rossini",10
"Margaret Chan",6
"Mariana Abate",6
"Amber Blackwell",6
"Gianna Bajamonti",6
"Salvi Pertile",10
"Krystal Thompson",6
"Gastone Chittolini",6
"Danilo Ossani",5
"Patrick Hunt",3
"Lucrezia Chiaramonte",7
"Angelica Combs",9
"Dott. Eva Caccioppoli",0
"Maurilio Onisto",7
"Fiamma Scarfoglio-Malipiero",0
"Zaira Corradi-Zampa",5
"Michelle Garza",6
"Mario Balbo",8
"Rosario Casagrande",8
"Irma Pavanello",8
"Katie Galloway",6
"Livia Roero",0
"Alina Vergassola-Fieramosca",7
"Ryan Morrison",3
"Luca Leone",4
"Griselda Gonzaga",9
"Costantino Lombardo",10
"Jill Perry",6
"Amy Allen",7
"Becky Warren MD",7
"Ebony Rivera",7
"Paul Perez",5
"Sig. Gianfranco Iadanza",5
"Livio Antonelli",5
"Filippa Vergerio",7
"George Martin",5
"Antonio Garcia",4
"Romolo Caironi",5
"Michael Roth",5
"Rembrandt Tutino",8
"Michelotto Albertini",0
"Dott. Annamaria Spinelli",9
"Michael Hudson",1
"Tamara Hayes",8
"Zachary Lee",9
"Adam Davis",4
"Ricardo Alexander",3
"Roger Dixon",3
"Delfino Casalodi-Petralli",4
"Diana Jacobs",6
"Christine Baker",5
"Francesca Camicione-Pavone",8
"Livia Liverotti-Callegari",9
"Austin Smith",2
"Richard Johnson",5
"Willie Martinez",5
"Alexander Smith",7
"Teresa Esposito",9
"Mr. Travis Good",10
"James Maddox",6
"David Payne",2
"Jeffrey Bowman",10
"Antonia Siffredi",1
"Stephanie Scott",4
"Karen Carter",6
"Lina Pellegrini",3
"Lydia Smith",5
"Flora Corcos",4
"Willie Carr",6
"Piermaria Errani",1
"Paoletta Ajello",1
"Brian Howell",6
"Kayla Sharp",6
"Monica Malatesta",1
"Piermaria Baggio",8
"Piero Morandi-Santi",2
"Jeanne Thompson",3
"Diane Gray",4
"Donna Tosi-Giannelli",4
"Viridiana Pastine",1
"Luchino Delle",5
"Tamara Kidd",2
"Santino Pugliese",4
"Sarah Fox",1
"Angelina Anguillara",10
"Nina Gentilini",3
"Calvin Wagner",7
"Dominic Simpson",6
"Dott. Serafina Mondaini",1
"Emily Harrison",3
"Martino Sokolov",1
"Daniel White",5
"Ottavio Migliaccio-Bettin",4
"Puccio Fracci",2
"Randall Brown",0
"Marisa Argurio",10
"Jacopo Gozzano",4
"Ricardo Chavez",0
"Graziano Nolcini-Perozzo",8
"Franco Roth",6
"Lauretta Puglisi-Campano",4
"Anita Porzio",5
"Nicholas Torres",0
"Dott. Danilo Ubaldi",0
"Dina Oscuro-Vattimo",6
"Pellegrino Montanari",8
"Peter Rodriguez",9
"Durante Zetticci-Opizzi",10
"Sig.ra Sophia Fibonacci",8
"Arturo Guariento",9
"John Cisneros",0
"Charles Garcia",2
"Greco Pizzo",10
"Gemma Rubbia",1
"Greco Panicucci",4
"Ornella Sermonti",1
"Kayla Contreras",4
"Amedeo Verdi",1
"Annalisa Palumbo",5
"Bruno Gravina-Toldo",5
"Lindsay Davis",6
"Kendra Hernandez",6
"Ann Downs",3
"Dott. Serafina Malacarne",7
"Melinda Rose",5
"Andrew Barnes",0
"Dr. Michael Brock Jr.",9
"Lazzaro Pellico",2
"John Anderson",7
"Russell Hernandez",10
"Annette Wood",6
"Nadia Fabrizi",6
"Ashley Jackson",0
"Anthony Bender",8
"Priscilla Sanguineti",3
"Nicholas Reid",1
"Dott. Orazio Cattaneo",4
"Gaetano Castioni",0
"Karen Stephenson",4
"Dott. Fedele Leone",1
"Madison James",3
"Giampaolo Mascheroni",3
"Melissa Brooks",3
"Daniel White",0
"Michael Kirby",4
"Gregory Cruz",8
"Alison Kennedy",9
"Sharon Hunt",9
"Rachel Williams",3
"Ernesto Filzi-Tosto",0
"Santino Tomei",10
"Marilyn Carter",8
"Andrew Perez",10
"Uberto Ricolfi",1
"Sig. Baccio Bonomo",0
"Nicole Morales",2
"Patricia Alexander",8
"Gary Flores",9
"Vincenza Balotelli",4
"Temistocle Tagliafierro-Fabbri",8
"Anita Toldo",3
"Melina Comencini-Cerutti",4
"Caitlin Graves",4
"Priscilla Ruberto-Barracco",0
"Giorgia Bonanno",8
"Durante Tornatore",6
"Christian West",1
"Natalie Collins",2
"Claudio Cicilia",10
"Shaun Dean",4
"Rachel Davis",3
"Gemma Bongiorno",4
"Ruggiero Brunello",8
"Jennifer White",4
"Dott. Giada Pisacane",8
"Lisa Martinez",4
"Giuseppina Rusticucci",6
"Laura Torres",4
"Katherine Thomas",7
"Ferdinando Adinolfi",0
"Patrizio Malipiero",8
"Paige Bauer",5
"Tristan Ellis",1
"Jenny Ryan",0
"Heidi White",4
"Monica Togliatti",0
"Gianni Pacomio",5
"Gary Morgan",0
"Kristopher Foster",6
"Whitney Hayes",3
"Serafina Niscoromni",9
"Diana Cross",6
"Sylvia Morpurgo-Parini",7
"Tracy Lamb",2
"Torquato Chittolini",9
"Sig.ra Paola Maderna",4
"Ricky Bryant",9
"Brian Martinez",1
"Beatrice Filippelli",3
"Charles Skinner",2
"John Benton",0
"Ethan Brown",10
"Ninetta Veneziano",10
"Patrizio Cagnin-Florio",8
"Giancarlo Mozart",8
"Barbara Saracino",5
"Tina Toselli",6
"Tiffany Rodriguez",1
"David Flores",9
"David Cole",6
"Jocelyn Dean",7
"Sig. Gianpaolo Medici",9
"Romeo Canil-Navarria",9
"Caterina Turati",7
"Michelle Rivera",3
"Dott. Valentina Alighieri",7
"Alberto Gadda",1
"Benedetto Grassi",9
"Michael Logan",4
"Kristina Sexton",6
"Tiziana Malacarne",9
"Malik Greene",10
"Diane Brown",9
"Alicia Duke",4
"Simonetta Pininfarina",5
"Sig. Maurizio Satta",7
"Sig. Carlo Michelangeli",1
"Christina Davis",0
"Kathleen Garcia",9
"Riccardo Favata-Tarantini",10
"Julia Mills",5
"Thomas Cobb",3
"Costantino Bajamonti-Morandi",5
"Darrell Chavez",7
"Monica Garcia",8
"Natalie Snyder",3
"William Hill",5
"Ida Donà-Antonacci",5
"Kathy Cannon",0
"Torquato Mastandrea",5
"Jennifer Brown",8
"Timothy Riley",8
"Dott. Nicolò Ariasso",4
"Liberto Petrucelli",3
"Leonardo Tremonti",1
"Christian Castro",8
"Atenulf Contarini",10
"Fiamma Mazzanti-Satriani",10
"Bianca Gussoni-Alfieri",6
"James Mcbride",0
"Liana Bevilacqua",1
"Mark Stanley",7
"Germana Tassoni",0
"John Sanchez",3
"Dott. Calogero Andreotti",0
"Sig.ra Nina Dallapé",10
"Christine Evans",10
"Damiano Bettin",9
"Gianfrancesco Gottardi",4
"Evan Hall",3
"Stefania Treves",7
"Emily Estrada",2
"Donatella Bonaventura",5
"Paride Molesini",6
"Patricia Mitchell",3
"Vincent Turner",7
"Amedeo Sgarbi-Terragni",10
"Giacinto Boitani",3
"Greg Lopez",8
"Sig. Maurizio Pellegrini",4
"Crystal Potter",10
"Leah Thomas",1
"Sandro Viola",10
"Lisa Henderson",4
"Amanda Fagotto",0
"Orlando Zamengo",0
"Ralph Gray Jr.",4
"Sig.ra Greca Valmarana",1
"Dott. Liliana Salandra",8
"Lindsay Smith",4
"David Christensen",0
"Clelia Ricci",8
"Bethany Lambert",9
"Raymond Macdonald",7
"David Smith",4
"Tullio Versace",3
"Rachel Stone",3
"Robin Vargas",6
"Eugenia Florio",7
"Milena Favata",0
"Tyrone Burke",9
"Alexandra Olson",6
"Kim Ruiz",1
"Dott. Lisa Giusti",7
"Dott. Maria Boldù",7
"Keith Phillips",3
"Stephen Wilson",5
"Anthony Cantrell",2
"Jacob Black",3
"Cindy Arnold",5
"Kimberly Hickman",9
"Sig. Enrico Simeoni",3
"Rocco Bonolis-Durante",1
"Shelby Rowland",2
"Geoffrey Chavez",2
"Sig.ra Amanda Castellitto",7
"Rachel King",1
"Teresa Tanzini-Scarponi",6
"Angela Hickman",3
"Gastone Cusano",6
"Giuseppina Bellini",0
"Dott. Gianpietro Fogazzaro",7
"Leslie Smith",7
"Lauren Dudley",3
"Ronald Jones",4
"Virginia Cossiga",5
"Leslie Sims",5
"Sig.ra Serafina Zeffirelli",1
"Peter Dennis",8
"Elizabeth Padilla",8
"Francesco Stucchi",2
"Mr. Joel Aguilar",2
"Kelly David",9
"Dennis Levy",10
"Michela Federici",9
"Viridiana Innocenti",4
"Sig.ra Antonia Forza",10
"Erika Ottino-Puccini",5
"Brent Collins",6
"Dott. Lisa Parini",4
"Victoria Collins",0
"Micheletto Costanzi",6
"Cynthia Pena",0
"Sarah Ramos",7
"Amanda Dibiasi-Lovato",0
"James Castillo",4
"Anita Veltroni",3
"Ashley Hubbard",8
"Elizabeth Barrett",0
"Tara Rivas",10
"Dino Boezio",6
"Mauro Camilleri",3
"Giulia Malenchini",9
"Olga Tresoldi-Tebaldi",7
"Julie Roberts",8
"Renzo Bignami",0
"John Nielsen",5
"Giulio Peranda",1
"Jeremy Smith",9
"Sole Matteotti",1
"Allegra Pedrazzini",3
"Calcedonio Fischetti",1
"John Duffy",0
"Greco Bassi",9
"Krista Mendoza",5
"Liliana Gori",10
"Allen Robinson",10
"Gianmarco Guicciardini",2
"Bettina Gotti-Curatoli",1
"Angelica Cagnin",5
"Sig.ra Mercedes Offredi",2
"Alan Watts Jr.",2
"Elvira Vitturi",2
"Liliana Orengo",6
"Sig.ra Laura Veltroni",7
"Jennifer Bowman",7
"Antonella Satriani",9
"Eugenia Alighieri",5
"Debra Carrillo",0
"Cecilia Rizzo",2
"Annetta Chigi",1
"Liana Cabibbo",6
"Michael Williamson",6
"Imelda Serlupi-Dallapé",4
"Renee Flowers",6
"Charles Olson",1
"Kari Franklin",9
"Enrico Basadonna",7
"Kristy Johnson",9
"Laureano Monte",10
"Elladio Favata",0
"Antonella Orengo",1
"Benjamin Delgado",8
"Rachel Burgess",6
"Eraldo Ubaldi",5
"Sarah Rivera",7
"Mary Long",8
"Nadia Conte",8
"Giulietta Bova",1
"Laura Parker",0
"Nathan Cortez",5
"Travis Martinez",7
"Grace Meyer",3
"Giacobbe Taliercio",2
"Eric Jensen",0
"Dott. Donna Borgia",6
"Mary Fitzpatrick",10
"Jennifer Juarez",0
"Liana Brunelleschi",2
"Michela Borromeo",8
"Rosa Scarponi",2
"Deborah Wilson",3
"Antonina Lucarelli",7
"Federico Gibilisco",1
"Dott. Nanni Castellitto",0
"Azeglio Giolitti",3
"Gloria Celentano-Ricolfi",7
"Paloma Seddio",6
"Nicholas Miller",7
"Valentina Donatoni",10
"Priscilla Coppola-Pucci",1
"Gabriel Cooper",5
"Fredo Montanelli-Manacorda",6
"Marina Tropea",2
"Tiffany Navarro",1
"Angelo Rossellini",10
"Dina Ricci",8
"Sig.ra Melania Berrè",2
"Paul Smith",10
"Dott. Romana Morandi",2
"Romana Ungaretti",4
"Dott. Martina Dallapé",6
"Kimberly Mack",7
"Terry Phillips",4
"Dott. Mattia Regge",2
"Megan Rice",4
"Gioele Ajello",6
"Richard Long",3
"Shaun Wolf",2
"Nicoletta Mondadori",6
"Heather Smith",1
"Nathan Ford",2
"Amy Carlson",9
"Sig. Gioachino Paltrinieri",10
"Donatello Giacconi",3
"Paride Tarantini",6
"Jeremiah Alexander",8
"Dott. Stefania Gritti",4
"Erin Warner",5
"Berenice Trobbiani",4
"Dott. Flavia Buonauro",2
"Ottone Asprucci",2
"Giovanni Rizzoli",5
"Eugenia Falier-Orlando",9
"Harry Moody",4
"Diane Hall MD",8
"Alderano Gradenigo",2
"Kristen Edwards",5
"Joshua Underwood",3
"Todd Jackson",6
"Alyssa Espinoza",0
"Salvatore Navone",8
"Autumn Greer",8
"Melinda Liu",7
"David Cruz",0
"Livia Zichichi-Tarchetti",2
"Ricardo Sanchez",10
"Angelina Combi",3
"Sig.ra Amanda Gonzaga",9
"Jose Moore",1
"Pierpaolo Canetta",1
"Allegra Marini",9
"Brett Sutton",0
"Lynn White",7
"Ettore Babbo",1
"Dott. Flavia Conte",5
"Ida Conte",5
"Salvi Petrucelli",2
"Monica Rose",2
"Dott. Dolores Mazzeo",0
"Anna Mayer",3
"Michael Mckay",1
"Federica Borrani",2
"Cecilia Romiti-Ariasso",9
"Sig.ra Annetta Micheletti",1
"Brandon Bennett",1
"Jodi Bailey",0
"Marissa Druso",6
"Sig.ra Melissa Anichini",1
"Stephanie Montgomery",6
"Filippa Udinese",8
"Omar Martinez",9
"Nina Bombieri",6
"Shelley Valdez",2
"Emily Salazar",10
"Claudio Gatto",2
"Mirko Camiscione-Sobrero",6
"Frank Williams",3
"Fabia Trincavelli",4
"Dott. Caterina Parpinel",2
"Donna Johnson",7
"Sebastiano Nugnes-Gozzi",8
"Valeria Tedesco",1
"Karen Sanchez",1
"Venancio Leopardi",1
"David Trujillo",5
"Letizia Napolitano",7
"John Chapman",9
"Oreste Carpaccio",4
"Elizabeth Scott",2
"Rosa Cantimori-Sagredo",0
"Chad Byrd",6
"Sig. Coriolano Balotelli",10
"Stephanie Hansen",1
"Jose Estrada",7
"Livia Trezzini",3
"Dustin Sanders",9
"Bobby Stewart",1
"Mario Stein",0
"Raymond Baldwin",6
"Patrick King",8
"Colin Colon",10
"Mary Anderson",9
"Lisa Howard",4
"Veronica Ayala",10
"Adriano Basadonna",4
"Amanda Mcgrath",10
"Albert Norris",3
"Antonia Vezzali",5
"Carolina Lettiere",2
"Greca Spadafora",9
"Lisa Baroffio",4
"Mr. Richard Moran PhD",0
"Yolanda Pollard",4
"Douglas Stevens",6
"Michael Salazar",9
"Kelsey Brown",5
"Jessica Vang",9
"Nicola Depero",6
"Alessia Parmitano-Falloppio",4
"Miss Alicia Gonzalez MD",7
"Claudia Meucci",10
"Heather Wright",9
"Stephanie Smith",5
"Jeremy Matthews",7
"Edward Turner",9
"Christopher Ibarra",5
"Cesare Ferraris-Abate",5
"Christina Hobbs",7
"Romeo Spinola",5
"Sig. Raffaellino Proietti",9
"Piersanti Eco",5
"Sig. Pierangelo Cicala",3
"Gianni Tuzzolino",4
"Marissa Medici",5
"Adriana Ferrata",8
"Kent Raymond",8
"Tyler Buckley",4
"Dionigi Galuppi-Morpurgo",9
"Julia Lowe",5
"Alessio Tuzzolino",2
"Ranieri Tozzi",8
"Jolanda Peano",5
"Yolanda Dawson",7
"Graziella Ariasso",1
"Gianmarco Trussardi",0
"Tina Parri",1
"Anne Richard",3
"Dott. Ornella Tirabassi",2
"Jamie Crawford",8
"Harold Lynch",3
"Frank Myers",2
"Sylvia Hopkins",7
"Amanda Adams",5
"Danilo Ricci",6
"Matthew Taylor",3
"Dawn Ferguson DDS",3
"Mariano Roth",6
"Marcantonio Mantegna",3
"Joe Johnson",4
"Denise Green",7
"Teresa Tarantino-Zanazzo",2
"Ricciotti Moschino-Boiardo",2
"Shawn Cardenas",2
"Filippa Ughi",10
"Dr. William Lopez DVM",3
"Kevin Schultz",3
"Nino Zamengo",2
"Ronaldo Pennetta",6
"Lisa Moore",0
"Andrew Short",1
"Gregory Mcdonald",5
"Pina Cutrufo-Fusani",3
"Michelle Wilkins",5
"Nicoletta Pignatti",5
"Paula Wilson",10
"Allegra Semitecolo-Lettiere",1
"Rebecca Allen",0
"Azeglio Interminelli-Ceci",0
"Sig.ra Annalisa Errigo",6
"Sherri Mooney",3
"Kelsey Robinson",3
"Nathan Perez",7
"Lamberto Bergoglio",1
"Raimondo Galilei",0
"Scott Schroeder",7
"Paul Peterson",7
"Jeremy Henderson",2
"Dr. Derrick Maxwell",10
"Rebecca Martin",10
"Alphons Farinelli",6
"Allison Daniels",0
"Yvonne Lopez",7
"Sig. Valerio Bixio",4
"Erika Pasolini",7
"Rebekah Allison",2
"Marcantonio Bonatti",3
"Monica Lane",0
"Victoria Pucci-Angiolello",2
"Carlo Campise-Abatantuono",1
"Sandra Clark",10
"Antonino Bajardi-Ciampi",2
"Dott. Giuseppina Tasca",3
"Michael Flynn",2
"Julie Shea",5
"Bartolomeo Gucci",3
"Liana Ossani",6
"Vincent Matthews",1
"Nicholas Abbott",1
"Osvaldo Bettoni",3
"Bianca Gaito",4
"Stephanie Hensley",9
"Sig.ra Etta Battisti",6
"Gemma Fantoni-Manunta",4
"Ramona Pistoletto",0
"Mallory Burns",1
"Stefania Saffi",0
"Livio Casale",5
"Melania Gussoni",0
"Courtney Hernandez",8
"Linda Anderson",7
"Dott. Renata Panzera",0
"Claudio Zamorani",9
"Vanessa Bramante",3
"Alina Parmitano",4
"Alexander Ward",5
"Isaiah Gonzalez",5
"Carrie Willis",1
"Roman Garrone",9
"Brenda Smith",0
"Danielle Lowe",3
"Matthew Harper",9
"Rossana Lussu-Pertini",0
"Liana Samele-Stucchi",6
"Corey Williams",9
"Caterina Coppola",10
"Brian Carrillo",7
"Shari Brown MD",6
"Taylor Johnson",2
"Santino Agazzi",3
"Lee Martin",2
"Valeria Offredi",4
"Tracey Johnson",2
"Aurora Mondaini",8
"Sig.ra Francesca Argento",8
"Jamie Gardner",9
"Jessica Perkins",0
"Annetta Malatesta-Gullotta",8
"Melania Panicucci",7
"Erika Mortati",4
"John Harvey",8
"Jenna Jenkins",5
"Colleen Hansen",4
"Emma Davis",9
"Olivia White",10
"Sandra Watson",6
"Giorgio Dallara",5
"Arnulfo Stoppani",6
"Giorgio Montanari",2
"Sebastiano Nugnes",7
"Michael Reed",9
"Erika Civaschi",10
"Christian Watson",10
"Gianfranco Catalano",3
"Melissa Brock",3
"Wendy Anderson",1
"Rolando Prada",5
"Leopoldo Ughi",1
"Jacqueline Robinson",5
"Christopher Shea",2
"Dott. Gianmarco Palumbo",8
"Craig Martinez",5
"Riley Lyons",9
"Brandon Lewis",10
"Susanna Donarelli",9
"Tina Oscuro",2
"Rodney Williams",9
"Lamberto Curatoli",9
"Megan Hoffman",10
"Vito Campano",5
"Amanda Simpson",7
"Dott. Valerio Petruzzi",3
"Dott. Franco Iannuzzi",5
"Paoletta Villadicani",4
"Kevin Hall",7
"Robert Cooke MD",9
"Richard Harding",10
"Zaira Gargallo",9
"Dawn Butler",1
"Sig.ra Lauretta Praga",2
"Emma Maffei",10
"Orlando Ottino-Baglioni",10
"Russell Garcia",5
"Jennifer Brown",2
"Pina Soderini",3
"Giustino Treccani",7
"Arturo Pizzamano",1
"Dott. Gioachino Dalla",2
"Jill Taylor",2
"Michelle Carlson",9
"Roman Giannini-Monaco",8
"Travis Taylor",2
"Jennifer Gallegos",6
"Susanna Chiaramonte",10
"Emily Neal",1
"Courtney Rogers",5
"Kyle Myers",3
"Vicki Thomas",1
"Ezio Valmarana-Bonanno",5
"Melania Paolucci",10
"Antonio Ferrara",7
"Arsenio Collodi",9
"Dott. Annibale Chigi",4
"Gianpietro Pagliaro",10
"Mariano Fibonacci",10
"Larry Bonilla",7
"Sophia Parmitano",8
"Jason Stevens",10
"Tatiana Taliercio",8
"Kristina Johnson",2
"Sig. Piermaria Sansoni",7
"Danilo Fagiani",7
"Martina Procacci",7
"Joyce Ortega",7
"Tonino Lanfranchi-Cendron",0
"Dr. Leslie Lee",3
"Erin Johnson",1
"Matthew Brown",3
"Austin Collins",0
"John Olsen",9
"Brenda Gilmore",8
"James Tran",0
"Sandra Navarro",5
"Ann Calderon",3
"Marisa Tuzzolino",7
"Loretta Casalodi-Foletti",2
"Sig.ra Stefania Ovadia",5
"Stephen Horton",1
